"source_section","source_section_name","field_id","field_name","destination","destination_field_name","destination_format","frequency","transformation","quirks_notes","spec_source"
"C","Contact Details","C-email_relationship","Relationship with Client (for Email)","mcx-ucc","EMAIL_REL","VARCHAR(20)","one-time","[direct]","Mandatory dependent field of email per MCX/S&I/663/2024","MCX/S&I/663/2024"
"C","Contact Details","C-email_relationship","Relationship with Client (for Email)","nse-ucc","EMAIL_REL","VARCHAR(20)","one-time","[direct]","If email is not own; relationship code (Self/Spouse/Parent/Child/Sibling/etc.)","NSE/ISC/61817"
"C","Contact Details","C-email_validated","Email Validated","cdsl-bo","EMAIL_OTP_VALIDATED","CHAR(1)","one-time","[direct]","Y/N; email OTP/link validation","CDSL/OPS/DP/POLCY/2021/152"
"C","Contact Details","C-email_validated","Email Validated","nsdl-bo","EmailValdtdFlg","CHAR(1) UDiFF","one-time","[direct]","Email validation flag","NSDL/POLICY/2025/0056"
"C","Contact Details","C-fax_number","Fax Number","ckyc","FAX_NUMBER","VARCHAR(15)","one-time","[direct]","CKYC field retained for legacy","CKYC/2020/04"
"C","Contact Details","C-fax_number","Fax Number","kra","FAX_NO","VARCHAR(15)","on-modify","[direct]","Rarely populated","[industry typical]"
"C","Contact Details","C-fax_std_code","Fax STD Code","ckyc","FAX_STD","VARCHAR(5)","one-time","[direct]","CKYC field retained for legacy","CKYC/2020/04"
"C","Contact Details","C-fax_std_code","Fax STD Code","kra","FAX_STD","VARCHAR(5)","on-modify","[direct]","Rarely populated","[industry typical]"
"C","Contact Details","C-mobile_isd_code","Mobile ISD Code","back-office","mob_isd","VARCHAR(5)","on-modify","[direct]","default +91; used as prefix in DLT SMS template variable","[industry typical]"
"C","Contact Details","C-mobile_isd_code","Mobile ISD Code","bse-ucc","ISD_CODE","VARCHAR(5)","on-modify","[direct]","Default +91","BSE/20240223-42"
"C","Contact Details","C-mobile_isd_code","Mobile ISD Code","cdsl-bo","MOBILE_ISD","CHAR(5)","on-modify","[direct]","Line 04 fixed-length position; default +91 for India; right-padded","CDSL/OPS/DP/SYSTM/2023/119"
"C","Contact Details","C-mobile_isd_code","Mobile ISD Code","ckyc","MOBILE_ISD_CODE","VARCHAR(5)","one-time","[direct]","CKYC stores ISD without leading + sign","CKYC/2025/16"
"C","Contact Details","C-mobile_isd_code","Mobile ISD Code","dlt-comms","COUNTRY_CODE","CHAR(5)","on-event","[direct]","prepended to MSISDN for non-IN; SMS gateway routes via international ILD for non-91","[industry typical]"
"C","Contact Details","C-mobile_isd_code","Mobile ISD Code","kra","MOB_ISD","VARCHAR(5)","on-modify","[direct]","Default +91; KRA stores ISD separately for mobile and phone","[industry typical]"
"C","Contact Details","C-mobile_isd_code","Mobile ISD Code","mcx-ucc","ISD_CODE","VARCHAR(5)","on-modify","[direct]","Default +91","MCX/TECH/394/2023"
"C","Contact Details","C-mobile_isd_code","Mobile ISD Code","nsdl-bo","MblISDCd","CHAR(5) UDiFF","on-modify","[direct]","ISD code element in MblPhneNb block","NSDL/POLICY/2025/0056"
"C","Contact Details","C-mobile_isd_code","Mobile ISD Code","nse-ucc","ISD_CODE","VARCHAR(5)","on-modify","[direct]","Default +91 for Indian residents","NSE/ISC/61817"
"C","Contact Details","C-mobile_number","Mobile Number","aml-fiu","MOBILE","VARCHAR(15)","on-event","[direct]","customer-attribute field in STR/CTR; used by FIU to link transactions across REs","FIU-IND-REPORTING-FORMAT-V114"
"C","Contact Details","C-mobile_number","Mobile Number","back-office","mobile_no","VARCHAR(15)","on-modify","[direct]","10-digit India; trade alerts and DLT-approved SMS routed via DLT-comms","SEBI Dec 3, 2024 SMS/Email mandate"
"C","Contact Details","C-mobile_number","Mobile Number","bse-ucc","MOBILE_NO","VARCHAR(15)","on-modify","[direct]","Mandatory; OTP-validated via UIDAI/SEBI KYC validation framework","BSE/20230819-6"
"C","Contact Details","C-mobile_number","Mobile Number","cdsl-bo","MOBILE_NUMBER","CHAR(15)","on-modify","[direct]","Line 04; mandatory per CDSL POLCY/2021/152 (six mandatory KYC attributes); 10 digit India must start 6/7/8/9; rejection on invalid pattern","CDSL/OPS/DP/POLCY/2021/152"
"C","Contact Details","C-mobile_number","Mobile Number","ckyc","MOBILE_NUMBER","VARCHAR(15)","one-time","[direct]","Used to trigger OTP for download consent post May-2025","CKYC/2025/02"
"C","Contact Details","C-mobile_number","Mobile Number","contract-notes","ClientMobile","VARCHAR(15)","on-trade","[direct]","ECN dispatch via SMS/IM channel permitted in addition to email; DLT-template compliance required","NSE/INSP/52604"
"C","Contact Details","C-mobile_number","Mobile Number","dlt-comms","RECIPIENT_MSISDN","CHAR(10)","on-event","derived from Y","strip +91/0 prefix; DLT requires 10-digit MSISDN; rejected if scrubbed against DND when transactional category not used","[industry typical]"
"C","Contact Details","C-mobile_number","Mobile Number","fatca-crs","CONTACT_MOBILE","VARCHAR(15)","on-event","[direct]","contact channel for FATCA discrepancy queries; foreign mobile triggers indicia review","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"C","Contact Details","C-mobile_number","Mobile Number","kra","MOBILE_NO","VARCHAR(15)","on-modify","[direct]","KRA validates mobile via OTP; flag kra_mobile_validated set on success","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/41"
"C","Contact Details","C-mobile_number","Mobile Number","mcx-ucc","MOBILE_NO","VARCHAR(15)","on-modify","[direct]","Mandatory; Rs.15000/client penalty if member/AP personal mobile used","MCX/INSP/270/2025"
"C","Contact Details","C-mobile_number","Mobile Number","nsdl-bo","MblNb","VARCHAR(15) UDiFF","on-modify","[direct]","ISO 20022 PhneNb pattern; mandatory; OTP-validated via SCORES 2.0 alerts","NSDL/POLICY/2025/0056"
"C","Contact Details","C-mobile_number","Mobile Number","nse-ucc","MOBILE_NO","VARCHAR(15)","on-modify","[direct]","Mandatory; '6666666666' explicitly disallowed; member AP/employee personal mobile disallowed","NSE/ISC/47869"
"C","Contact Details","C-mobile_validated","Mobile Validated","cdsl-bo","MOBILE_OTP_VALIDATED","CHAR(1)","one-time","[direct]","Y/N; OTP validation flag; mandatory under SEBI six attributes","CDSL/OPS/DP/POLCY/2021/152"
"C","Contact Details","C-mobile_validated","Mobile Validated","nsdl-bo","MblValdtdFlg","CHAR(1) UDiFF","one-time","[direct]","OTP validation flag","NSDL/POLICY/2025/0056"
"C","Contact Details","C-phone_number","Landline Number","back-office","phone_no","VARCHAR(15)","on-modify","[direct]","tape-recording cross-reference for dealer trades","[industry typical]"
"C","Contact Details","C-phone_number","Landline Number","bse-ucc","PHONE_NO","VARCHAR(15)","one-time","[direct]","Optional","BSE/20240223-42"
"C","Contact Details","C-phone_number","Landline Number","cdsl-bo","PHONE_NUMBER","CHAR(15)","one-time","[direct]","Optional line 04 position","CDSL/OPS/DP/SYSTM/2023/119"
"C","Contact Details","C-phone_number","Phone Number","ckyc","TELEPHONE","VARCHAR(15)","one-time","[direct]","CKYC residence/office phone","CKYC/2020/04"
"C","Contact Details","C-phone_number","Phone Number","kra","PHONE_NO","VARCHAR(15)","on-modify","[direct]","Landline; optional","[industry typical]"
"C","Contact Details","C-phone_number","Landline Number","mcx-ucc","PHONE_NO","VARCHAR(15)","one-time","[direct]","Optional","MCX/TECH/394/2023"
"C","Contact Details","C-phone_number","Landline Number","nsdl-bo","PhneNb","VARCHAR(15) UDiFF","one-time","[direct]","Optional ISO-tagged","NSDL/POLICY/2024/0041"
"C","Contact Details","C-phone_number","Landline Number","nse-ucc","PHONE_NO","VARCHAR(15)","one-time","[direct]","Optional landline","NSE/ISC/61817"
"C","Contact Details","C-phone_std_code","Landline STD","back-office","phone_std","VARCHAR(5)","on-modify","[direct]","rarely used; preserved for retention copy","[industry typical]"
"C","Contact Details","C-phone_std_code","Landline STD Code","bse-ucc","PHONE_STD","VARCHAR(5)","one-time","[direct]","Optional","BSE/20240223-42"
"C","Contact Details","C-phone_std_code","Landline STD Code","cdsl-bo","PHONE_STD","CHAR(5)","one-time","[direct]","Optional line 04 position; right-padded","CDSL/OPS/DP/SYSTM/2023/119"
"C","Contact Details","C-phone_std_code","Phone STD Code","ckyc","TELEPHONE_STD","VARCHAR(5)","one-time","[direct]","CKYC residence/office phone STD","CKYC/2020/04"
"C","Contact Details","C-phone_std_code","Phone STD Code","kra","PHONE_STD","VARCHAR(5)","on-modify","[direct]","Landline STD; optional","[industry typical]"
"C","Contact Details","C-phone_std_code","Landline STD Code","mcx-ucc","PHONE_STD","VARCHAR(5)","one-time","[direct]","Optional","MCX/TECH/394/2023"
"C","Contact Details","C-phone_std_code","Landline STD Code","nsdl-bo","PhneSTDCd","CHAR(5) UDiFF","one-time","[direct]","Optional","NSDL/POLICY/2024/0041"
"C","Contact Details","C-phone_std_code","Landline STD Code","nse-ucc","PHONE_STD","VARCHAR(5)","one-time","[direct]","Optional landline STD","NSE/ISC/61817"
"D","Identity Documents (POI)","D-poi_document_image","POI Document Image","ckyc","IDENTITY_PROOF_IMAGE","BLOB","one-time","[direct]","CKYC: 150-200 DPI, max 350kb individual; .tif/.tiff/.pdf/.jpeg/.jpg","CKYC/2025/16"
"D","Identity Documents (POI)","D-poi_document_image","POI Document Image","kra","POI_IMAGE","BLOB","on-modify","[direct]","KRA stores scanned doc; JPEG/PNG/PDF max 2MB","[industry typical]"
"D","Identity Documents (POI)","D-poi_document_number","POI Document Number","back-office","poi_doc_no","VARCHAR(30)","one-time","[direct]","retained per SEBI 8-yr rule","[industry typical]"
"D","Identity Documents (POI)","D-poi_document_number","POI Document Number","ckyc","IDENTITY_PROOF_NO","VARCHAR(30)","one-time","uppercase","Aadhaar last-4 only when poi_type=E per UIDAI masking","CKYC/2025/16"
"D","Identity Documents (POI)","D-poi_document_number","POI Document Number","kra","POI_DOC_NO","VARCHAR(30)","on-modify","uppercase","Format depends on poi_type; PAN \[A-Z\]{5}\d{4}\[A-Z\]","[industry typical]"
"D","Identity Documents (POI)","D-poi_expiry_date","POI Expiry Date","back-office","poi_exp_dt","DATE YYYYMMDD","on-modify","formatted","for Passport/DL; triggers ovd-re-fetch reminder","[industry typical]"
"D","Identity Documents (POI)","D-poi_expiry_date","POI Expiry Date","ckyc","IDENTITY_PROOF_EXPIRY","DATE DD-MM-YYYY","one-time","formatted","CKYC validates expiry for time-bounded OVDs","CKYC/2025/16"
"D","Identity Documents (POI)","D-poi_expiry_date","POI Expiry Date","kra","POI_EXPIRY_DATE","DATE DD/MM/YYYY","on-modify","formatted","Conditional for Passport, DL","[industry typical]"
"D","Identity Documents (POI)","D-poi_issue_date","POI Issue Date","ckyc","IDENTITY_PROOF_ISSUE_DATE","DATE DD-MM-YYYY","one-time","formatted","CKYC optional","CKYC/2020/04"
"D","Identity Documents (POI)","D-poi_issue_date","POI Issue Date","kra","POI_ISSUE_DATE","DATE DD/MM/YYYY","on-modify","formatted","Optional","[industry typical]"
"D","Identity Documents (POI)","D-poi_issuing_authority","POI Issuing Authority","ckyc","IDENTITY_ISSUING_AUTHORITY","VARCHAR(50)","one-time","formatted","CKYC field for non-Indian govt docs and foreign national OVDs","CKYC/2025/03_Revised"
"D","Identity Documents (POI)","D-poi_issuing_authority","POI Issuing Authority","kra","POI_ISSUE_AUTH","VARCHAR(50)","on-modify","formatted","Optional","[industry typical]"
"D","Identity Documents (POI)","D-poi_type","POI Type","back-office","poi_type_cd","VARCHAR(2)","one-time","[direct]","POI code-table; appears on AOF retention","[industry typical]"
"D","Identity Documents (POI)","D-poi_type","POI Document Type Code","bse-ucc","POI_TYPE","CHAR(2)","one-time","[direct]","POI code transmitted in revised UCC","BSE/20240223-42"
"D","Identity Documents (POI)","D-poi_type","POI Type","ckyc","IDENTITY_PROOF_TYPE","CHAR(2)","one-time","lookup against R","CERSAI POI code list; permitted OVDs per CKYC/2025/16 data hygiene","CKYC/2025/16"
"D","Identity Documents (POI)","D-poi_type","POI Type","kra","POI_TYPE","CHAR(2)","on-modify","lookup against R","POI code table A-Z per Appendix A2","[industry typical]"
"D","Identity Documents (POI)","D-poi_type","POI Document Type Code","mcx-ucc","POI_TYPE","CHAR(2)","one-time","[direct]","POI code; mandatory in pipe-delimited record","MCX/TECH/394/2023"
"D","Identity Documents (POI)","D-poi_type","POI Document Type Code","nse-ucc","POI_TYPE","CHAR(2)","one-time","[direct]","Aadhaar(E)/PAN(D)/Passport(A)/Voter(B) etc.; transmitted with KYC bundle","NSE/ISC/61817"
"D","Identity Documents (POI)","D-poi_verified_from_issuer","POI Verified from Issuer","back-office","poi_ver_flg","CHAR(1)","one-time","[direct]","audit trail; required for KRA submission","[industry typical]"
"D","Identity Documents (POI)","D-poi_verified_from_issuer","POI Verified Flag","ckyc","IDENTITY_VERIFIED","CHAR(1)","one-time","[direct]","CKYC mandatory; captured at upload","CKYC/2025/16"
"D","Identity Documents (POI)","D-poi_verified_from_issuer","POI Verified Flag","kra","POI_VERIFIED","CHAR(1)","on-modify","[direct]","Y/N; KRA cross-references with verification source","SEBI/HO/MIRSD/SECFATF/P/CIR/2023/169"
"E","Address Documents (POA)","E-poa_address_same_as_corr","POA Address Same as Correspondence","ckyc","[same]","CHAR(1)","one-time","[direct]","CKYC industry-typical mapping","[industry typical]"
"E","Address Documents (POA)","E-poa_address_same_as_corr","POA Address Same as Correspondence","kra","POA_ADDR_SAME","CHAR(1)","on-modify","[direct]","If N, KRA records discrepancy reason","[industry typical]"
"E","Address Documents (POA)","E-poa_document_image","POA Document Image","ckyc","ADDRESS_PROOF_IMAGE","BLOB","one-time","[direct]","150-200 DPI; max 350kb (individual)","CKYC/2025/16"
"E","Address Documents (POA)","E-poa_document_image","POA Document Image","kra","POA_IMAGE","BLOB","on-modify","[direct]","JPEG/PNG/PDF max 2MB","[industry typical]"
"E","Address Documents (POA)","E-poa_document_number","POA Document Number","back-office","poa_doc_no","VARCHAR(30)","one-time","[direct]","8-yr retention","[industry typical]"
"E","Address Documents (POA)","E-poa_document_number","POA Document Number","ckyc","ADDRESS_PROOF_NO","VARCHAR(30)","one-time","uppercase","CKYC validates structure per POA type","CKYC/2025/16"
"E","Address Documents (POA)","E-poa_document_number","POA Document Number","kra","POA_DOC_NO","VARCHAR(30)","on-modify","uppercase","Format depends on POA type","[industry typical]"
"E","Address Documents (POA)","E-poa_expiry_date","POA Expiry Date","back-office","poa_exp_dt","DATE YYYYMMDD","on-modify","formatted","for Passport/DL","[industry typical]"
"E","Address Documents (POA)","E-poa_expiry_date","POA Expiry Date","ckyc","ADDRESS_PROOF_EXPIRY","DATE DD-MM-YYYY","one-time","formatted","Utility bill: <2 months old; Bank stmt: <3 months","CKYC/2025/16"
"E","Address Documents (POA)","E-poa_expiry_date","POA Expiry Date","kra","POA_EXPIRY_DATE","DATE DD/MM/YYYY","on-modify","formatted","Conditional for Passport, DL","[industry typical]"
"E","Address Documents (POA)","E-poa_issue_date","POA Issue Date","ckyc","ADDRESS_PROOF_ISSUE_DATE","DATE DD-MM-YYYY","one-time","formatted","CKYC checks validity-window for time-bounded POAs","CKYC/2025/16"
"E","Address Documents (POA)","E-poa_issue_date","POA Issue Date","kra","POA_ISSUE_DATE","DATE DD/MM/YYYY","on-modify","formatted","Optional","[industry typical]"
"E","Address Documents (POA)","E-poa_type","POA Type","back-office","poa_type_cd","VARCHAR(2)","one-time","[direct]","POA code-table","[industry typical]"
"E","Address Documents (POA)","E-poa_type","POA Document Type Code","bse-ucc","POA_TYPE","CHAR(2)","one-time","[direct]","POA code; required in onboarding upload","BSE/20240223-42"
"E","Address Documents (POA)","E-poa_type","POA Type","ckyc","ADDRESS_PROOF_TYPE","CHAR(2)","one-time","lookup against R","CERSAI POA codes; revised list for foreign nationals","CKYC/2025/03_Revised"
"E","Address Documents (POA)","E-poa_type","POA Type","kra","POA_TYPE","CHAR(2)","on-modify","lookup against R","POA code table A-Z per Appendix A3","[industry typical]"
